id,scenario,label,risk_score,anomaly_score,amount_log_naira,amount_deviation_ratio,request_type_prior,has_evidence,missing_required_evidence,is_immediate,request_frequency_7d,duplicate_evidence_hint,after_hours,vendor_watchlist,new_beneficiary,purpose_length_bucket,has_bank_details
demo-row-0393,normal_operating_request,0,0.2173,0.4199,4.830601498465559,0.5164214285714286,0.22,1,0,0,2,0,0,0,0,1,0
demo-row-0394,normal_operating_request,0,0.4798,0.4065,5.601692857354796,1.8547214285714286,0.22,1,0,0,2,0,0,0,0,1,0
demo-row-0395,large_amount_or_unusual_frequency,1,0.8498,0.5812,5.744931825804585,2.9701142857142857,0.22,0,1,0,1,1,0,0,0,1,0
demo-row-0396,normal_operating_request,0,0.5015,0.4427,5.479079842696085,2.1721578947368423,0.25,0,0,0,3,0,0,0,0,1,0
demo-row-0397,normal_operating_request,0,0.5015,0.442,5.43862461171613,1.8900105263157894,0.25,0,0,0,3,0,0,0,0,1,0
demo-row-0398,normal_operating_request,0,0.4154,0.4516,4.715058561403927,1.8825555555555555,0.16,0,0,0,2,0,0,0,0,1,0
demo-row-0399,large_amount_or_unusual_frequency,1,0.6884,0.5692,6.3733447935727945,1.7792376470588236,0.36,0,1,0,0,0,0,0,0,1,1
demo-row-0400,normal_operating_request,0,0.2732,0.5244,5.968176032093136,0.0933435294117647,0.36,1,0,0,2,0,0,0,1,1,0
demo-row-0401,urgent_after_hours_request,1,0.4367,0.4631,4.764728926583356,2.2318333333333333,0.16,0,0,0,4,0,0,0,0,1,0
demo-row-0402,large_amount_or_unusual_frequency,1,0.8606,0.5459,5.8199576342411605,3.7187714285714284,0.22,0,1,0,5,0,1,0,0,1,0
demo-row-0403,missing_evidence,1,0.5015,0.4069,5.471529334235784,2.1174842105263156,0.25,1,0,0,4,0,0,0,0,1,0
demo-row-0404,new_or_watchlisted_beneficiary,1,0.7289,0.5632,5.645660967448504,3.655178947368421,0.25,0,0,1,8,0,1,0,0,1,0
demo-row-0405,normal_operating_request,0,0.2173,0.4049,5.342529267296323,1.3163473684210527,0.25,1,0,0,2,0,0,0,0,1,0
demo-row-0406,large_amount_or_unusual_frequency,1,0.8552,0.5512,5.47136213148153,3.5545692307692307,0.32,0,1,0,1,0,1,0,0,1,0
demo-row-0407,normal_operating_request,0,0.2648,0.4081,5.483280543952669,1.1734571428571428,0.22,1,0,0,2,0,0,0,0,1,0
demo-row-0408,normal_operating_request,0,0.2246,0.4276,5.126258071547405,1.0575076923076923,0.32,1,0,0,0,0,0,0,0,1,0
demo-row-0409,normal_operating_request,0,0.2173,0.4159,5.071951930449381,0.24229473684210526,0.25,1,0,0,1,0,0,0,0,1,0
demo-row-0410,normal_operating_request,0,0.2324,0.4963,4.016573746269123,0.42288888888888887,0.16,1,0,0,4,0,0,0,0,1,0
demo-row-0411,missing_evidence,1,0.7372,0.4263,5.5849110274477844,4.915569230769231,0.32,1,0,0,4,0,0,0,0,1,0
demo-row-0412,normal_operating_request,0,0.2821,0.4086,5.559244509416333,1.5889,0.22,1,0,0,3,0,0,0,0,1,0
demo-row-0413,normal_operating_request,0,0.2173,0.4501,5.3816041765291915,1.534421052631579,0.25,0,0,0,1,0,0,0,0,1,0
demo-row-0414,normal_operating_request,0,0.2732,0.4625,6.247576085661308,1.0804482352941176,0.36,1,0,0,1,0,0,0,0,1,1
demo-row-0415,normal_operating_request,0,0.2324,0.4563,4.807677063782658,0.324,0.25,0,0,0,4,0,0,0,0,1,0
demo-row-0416,missing_evidence,1,0.7289,0.5534,5.670636356894948,3.9307368421052633,0.25,0,0,0,5,0,1,1,0,1,0
demo-row-0417,new_or_watchlisted_beneficiary,1,0.7372,0.5831,6.778979022497925,6.0722894117647055,0.36,1,0,0,5,0,0,0,1,1,0
demo-row-0418,normal_operating_request,0,0.4154,0.4575,4.827026613988346,2.7303333333333333,0.16,0,0,0,2,0,0,0,0,1,0
demo-row-0419,normal_operating_request,0,0.5015,0.4067,5.639272277472094,2.112742857142857,0.22,1,0,0,3,0,0,0,0,1,0
demo-row-0420,new_or_watchlisted_beneficiary,1,0.6745,0.5114,5.07351306562535,5.580166666666667,0.16,1,0,0,6,0,1,0,0,1,0
demo-row-0421,new_or_watchlisted_beneficiary,1,0.4472,0.4082,5.276254948021725,1.9062923076923077,0.32,1,0,0,4,0,0,0,0,1,0
demo-row-0422,missing_evidence,1,0.7067,0.6433,6.443076083242041,2.2633,0.36,0,1,1,3,0,1,0,1,1,0
demo-row-0423,normal_operating_request,0,0.2173,0.4458,4.35191220632801,0.7633157894736842,0.25,1,0,0,1,0,0,0,0,1,0
demo-row-0424,large_amount_or_unusual_frequency,1,0.4849,0.5871,6.249969126823707,1.0919435294117648,0.36,0,1,1,3,0,0,0,0,1,1
demo-row-0425,missing_evidence,1,0.8552,0.526,5.62214975506598,5.4451846153846155,0.32,0,1,0,1,0,0,0,0,1,0
demo-row-0426,normal_operating_request,0,0.4154,0.4394,5.430624835272088,1.837263157894737,0.25,0,0,0,2,0,0,0,0,1,0
demo-row-0427,new_or_watchlisted_beneficiary,1,0.8656,0.5624,5.929120948592866,8,0.32,0,1,0,9,0,0,0,0,1,0
demo-row-0428,urgent_after_hours_request,1,0.2324,0.4888,4.465293603686642,0.6218333333333333,0.16,1,0,0,3,0,1,0,0,1,0
demo-row-0429,large_amount_or_unusual_frequency,1,0.3994,0.595,5.029485236506347,0.646523076923077,0.32,0,1,1,1,0,1,0,0,1,0
demo-row-0430,normal_operating_request,0,0.2908,0.5031,5.64276120326532,0.48317764705882355,0.36,1,0,0,3,0,1,0,0,1,1
demo-row-0431,normal_operating_request,0,0.2246,0.4251,4.838798734834607,0.0614,0.32,1,0,0,2,0,0,0,0,1,0
demo-row-0432,normal_operating_request,0,0.2324,0.5472,4.056294887076228,0.3676111111111111,0.16,0,0,1,4,0,0,0,0,1,0
demo-row-0433,normal_operating_request,0,0.4367,0.405,5.399708325240421,1.6423052631578947,0.25,1,0,0,3,0,0,0,0,1,0
demo-row-0434,new_or_watchlisted_beneficiary,1,0.5121,0.4878,6.411374883413074,2.0335823529411763,0.36,1,0,0,4,0,0,0,0,1,1
demo-row-0435,urgent_after_hours_request,1,0.2908,0.5239,6.1525732948652605,0.6716835294117647,0.36,1,0,0,4,0,0,0,1,1,0
demo-row-0436,normal_operating_request,0,0.2173,0.4438,4.947095369811276,0.06810526315789474,0.25,0,0,0,2,0,0,0,0,1,0
demo-row-0437,normal_operating_request,0,0.2173,0.47,4.9101386198130985,0.14412631578947369,0.25,1,0,1,2,0,0,0,0,1,0
demo-row-0438,normal_operating_request,0,0.2732,0.4661,6.327135087315986,1.498710588235294,0.36,1,0,0,2,0,0,0,0,1,1
demo-row-0439,new_or_watchlisted_beneficiary,1,0.8606,0.5747,6.122692521123335,8,0.22,0,1,0,6,0,1,0,0,1,0
demo-row-0440,missing_evidence,1,0.7372,0.4508,5.920333115013785,8,0.32,1,0,0,4,0,0,0,0,1,0
demo-row-0441,new_or_watchlisted_beneficiary,1,0.4798,0.5685,5.468741561720834,2.097536842105263,0.25,0,0,1,1,1,0,0,0,1,0
demo-row-0442,new_or_watchlisted_beneficiary,1,0.4472,0.4067,5.378692176565021,2.6794,0.32,1,0,0,3,0,0,0,0,1,0
demo-row-0443,missing_evidence,1,0.65,0.5096,5.399292898043911,2.8581384615384615,0.32,0,1,0,3,0,0,0,0,1,0
demo-row-0444,normal_operating_request,0,0.4798,0.4626,5.491304251087949,2.2627157894736842,0.25,0,0,0,0,0,0,0,0,1,0
demo-row-0445,normal_operating_request,0,0.2732,0.4674,6.3214117907822756,1.4659976470588236,0.36,1,0,0,1,0,0,0,0,1,1
demo-row-0446,normal_operating_request,0,0.7289,0.4245,5.799212999805849,3.4986714285714284,0.22,1,0,0,3,0,0,0,0,1,0
demo-row-0447,normal_operating_request,0,0.2173,0.4989,5.0378685360923265,0.14852631578947367,0.25,0,0,1,0,0,0,0,0,1,0
demo-row-0448,missing_evidence,1,0.2324,0.4465,5.361463402366721,1.4195684210526316,0.25,0,0,0,4,0,0,0,0,1,0
demo-row-0449,new_or_watchlisted_beneficiary,1,0.7201,0.4294,5.52181385360141,4.115630769230769,0.32,1,0,0,0,0,0,0,0,1,0
demo-row-0450,new_or_watchlisted_beneficiary,1,0.4904,0.5764,6.390234020992292,1.8894482352941175,0.36,1,0,1,0,0,1,0,0,1,1
demo-row-0451,normal_operating_request,0,0.2324,0.514,4.464027286100384,0.6171111111111112,0.16,0,0,0,4,0,1,0,0,1,0
demo-row-0452,normal_operating_request,0,0.2324,0.4512,4.704038924870558,0.4675157894736842,0.25,0,0,0,3,0,0,0,0,1,0
demo-row-0453,normal_operating_request,0,0.2324,0.4696,4.472200430565602,0.6478333333333334,0.16,0,0,0,3,0,0,0,0,1,0
demo-row-0454,normal_operating_request,0,0.4798,0.4464,5.440553318443159,1.9028736842105263,0.25,0,0,0,1,0,0,0,0,1,0
demo-row-0455,normal_operating_request,0,0.2324,0.423,5.008344629252689,0.0730421052631579,0.25,1,0,0,4,0,0,0,0,1,0
demo-row-0456,large_amount_or_unusual_frequency,1,0.4798,0.4747,5.490987479022918,2.260336842105263,0.25,0,0,0,2,0,1,0,0,1,0
demo-row-0457,normal_operating_request,0,0.2732,0.4692,6.222028857615633,0.9615964705882353,0.36,1,0,0,0,0,0,0,0,1,1
demo-row-0458,large_amount_or_unusual_frequency,1,0.5015,0.4098,5.498777686058299,2.319347368421053,0.25,1,0,0,4,0,0,0,0,1,0
demo-row-0459,urgent_after_hours_request,1,0.6745,0.535,5.170402544823388,7.224833333333334,0.16,1,0,0,7,0,1,0,0,1,0
demo-row-0460,missing_evidence,1,0.7372,0.4553,5.4859371008977575,3.7100153846153847,0.32,1,0,0,3,0,1,0,0,1,0
demo-row-0461,new_or_watchlisted_beneficiary,1,0.2324,0.4452,5.391152200075609,1.5907578947368421,0.25,1,0,1,4,0,0,0,0,1,0
demo-row-0462,normal_operating_request,0,0.4154,0.4519,4.7779268069151035,2.3315555555555556,0.16,0,0,0,2,0,0,0,0,1,0
demo-row-0463,normal_operating_request,0,0.7289,0.4147,5.764728180038756,3.1552714285714285,0.22,1,0,0,3,0,0,0,0,1,0
demo-row-0464,normal_operating_request,0,0.2732,0.4674,6.323992760435593,1.4806964705882353,0.36,1,0,0,1,0,0,0,0,1,1
demo-row-0465,new_or_watchlisted_beneficiary,1,0.2173,0.5334,5.139847614646311,0.4525157894736842,0.25,0,0,1,1,0,0,1,0,1,0
demo-row-0466,normal_operating_request,0,0.2908,0.5246,5.627553259291021,0.5009623529411765,0.36,1,0,1,3,0,0,0,0,1,1
demo-row-0467,normal_operating_request,0,0.2173,0.5226,4.310799483834392,0.13633333333333333,0.16,0,0,1,1,0,0,0,0,1,0
demo-row-0468,new_or_watchlisted_beneficiary,1,0.6745,0.5764,5.142574033338469,6.714333333333333,0.16,0,0,1,9,0,0,0,0,1,0
demo-row-0469,normal_operating_request,0,0.2173,0.4416,4.467519313989927,0.6911263157894737,0.25,1,0,0,1,0,0,0,0,1,0
demo-row-0470,normal_operating_request,0,0.2732,0.4604,6.028414666999569,0.2560164705882353,0.36,1,0,0,0,0,0,0,0,1,1
demo-row-0471,urgent_after_hours_request,1,0.7372,0.4323,5.614562933651295,5.333569230769231,0.32,1,0,0,4,0,0,0,0,1,0
demo-row-0472,normal_operating_request,0,0.2324,0.4535,4.510357311542046,0.7991666666666667,0.16,1,0,0,3,0,0,0,0,1,0
demo-row-0473,urgent_after_hours_request,1,0.7114,0.515,5.868784870871684,6.781452631578947,0.25,0,0,0,1,0,1,0,0,1,0
demo-row-0474,new_or_watchlisted_beneficiary,1,0.7067,0.5548,6.377932829727651,1.8087541176470587,0.36,0,1,0,3,0,0,0,0,1,1
demo-row-0475,normal_operating_request,0,0.2908,0.5001,6.118475041714399,0.5454529411764706,0.36,1,0,0,3,0,1,0,0,1,1
demo-row-0476,normal_operating_request,0,0.4101,0.5072,5.33487979409998,0.5443642857142857,0.22,0,1,0,3,0,0,0,0,1,0
demo-row-0477,normal_operating_request,0,0.2246,0.4923,3.9351544472161684,0.8675076923076923,0.32,1,0,0,0,0,0,0,0,1,0
demo-row-0478,missing_evidence,1,0.5015,0.4559,5.474341579301584,2.137736842105263,0.25,1,0,0,7,0,0,0,0,1,0
demo-row-0479,normal_operating_request,0,0.2401,0.414,5.1146543448037995,1.0032615384615384,0.32,1,0,0,3,0,0,0,0,1,0
demo-row-0480,normal_operating_request,0,0.4258,0.4091,5.308854557649385,2.132846153846154,0.32,1,0,0,1,0,0,0,0,1,0
demo-row-0481,normal_operating_request,0,0.2173,0.4431,5.373618077340892,1.4882421052631578,0.25,0,0,0,2,0,0,0,0,1,0
demo-row-0482,new_or_watchlisted_beneficiary,1,0.4904,0.4921,6.444087754578438,2.270910588235294,0.36,1,0,0,2,0,0,0,0,1,1
demo-row-0483,urgent_after_hours_request,1,0.7201,0.4469,5.69238418886891,6.576523076923077,0.32,1,0,0,1,0,0,0,0,1,0
demo-row-0484,normal_operating_request,0,0.2908,0.4645,5.811314216855161,0.23810588235294117,0.36,1,0,0,4,0,0,0,0,1,1
demo-row-0485,new_or_watchlisted_beneficiary,1,0.4798,0.4383,5.509178319487444,2.3998,0.25,1,0,0,2,0,1,0,0,1,0
demo-row-0486,missing_evidence,1,0.4258,0.4203,5.32828580201302,2.2762,0.32,1,0,0,0,0,0,0,0,1,0
demo-row-0487,normal_operating_request,0,0.2324,0.4185,5.216123658822992,0.17487857142857144,0.22,1,0,0,4,0,0,0,0,1,0
demo-row-0488,urgent_after_hours_request,1,0.4101,0.5693,5.4222170992638015,0.8883714285714286,0.22,0,1,0,3,0,0,1,0,1,0
demo-row-0489,large_amount_or_unusual_frequency,1,0.7289,0.4642,5.677952608425481,4.014505263157894,0.25,0,0,0,3,0,0,0,0,1,0
demo-row-0490,normal_operating_request,0,0.2173,0.4789,4.385338107809055,0.3491111111111111,0.16,0,0,0,1,0,0,0,0,1,0
demo-row-0491,new_or_watchlisted_beneficiary,1,0.4798,0.496,5.568192333814518,1.6427928571428572,0.22,1,0,1,0,0,1,0,0,1,0
demo-row-0492,missing_evidence,1,0.4258,0.4524,5.245295466268286,1.7063230769230768,0.32,1,0,0,1,0,1,0,0,1,0
demo-row-0493,new_or_watchlisted_beneficiary,1,0.7372,0.5337,5.947577319231685,8,0.32,1,0,0,4,0,0,1,0,1,0
demo-row-0494,urgent_after_hours_request,1,0.2173,0.539,5.331161982035907,1.2565052631578948,0.25,0,0,0,2,1,0,0,0,1,0
demo-row-0495,urgent_after_hours_request,1,0.7372,0.5579,6.764763415544712,5.844542352941176,0.36,1,0,0,7,0,0,0,0,1,1
demo-row-0496,normal_operating_request,0,0.4798,0.4127,5.710122444549737,2.6643214285714287,0.22,1,0,0,2,0,0,0,0,1,0
demo-row-0497,normal_operating_request,0,0.4904,0.4683,6.367651625201188,1.7430423529411765,0.36,1,0,0,2,0,0,0,0,1,1
demo-row-0498,normal_operating_request,0,0.4798,0.4083,5.642719679841132,2.13755,0.22,1,0,0,1,0,0,0,0,1,0
demo-row-0499,new_or_watchlisted_beneficiary,1,0.5121,0.5833,6.356982546383661,1.6764764705882353,0.36,1,0,0,7,0,1,0,1,1,0
demo-row-0500,normal_operating_request,0,0.2732,0.4628,6.288834971395734,1.2877882352941177,0.36,1,0,0,1,0,0,0,0,1,1
demo-row-0501,normal_operating_request,0,0.2324,0.4925,4.860487737474702,0.23658947368421052,0.25,0,0,1,4,0,0,0,0,1,0
demo-row-0502,normal_operating_request,0,0.2173,0.4929,5.209777656462814,0.7062842105263157,0.25,0,0,0,0,0,1,0,0,1,0
demo-row-0503,normal_operating_request,0,0.2732,0.4621,6.158898996808378,0.6962105882352941,0.36,1,0,0,0,0,0,0,0,1,1
demo-row-0504,new_or_watchlisted_beneficiary,1,0.4472,0.4102,5.408692684839629,2.9425538461538463,0.32,1,0,0,4,0,0,0,0,1,0
demo-row-0505,large_amount_or_unusual_frequency,1,0.8606,0.569,6.04840645256083,6.985057142857143,0.22,0,1,0,8,0,0,0,0,1,0
demo-row-0506,new_or_watchlisted_beneficiary,1,0.4849,0.5587,6.184242143681801,0.7981376470588235,0.36,0,1,0,4,0,0,0,1,1,0
demo-row-0507,new_or_watchlisted_beneficiary,1,0.4904,0.574,6.371113691781844,1.7649964705882353,0.36,1,0,1,1,0,0,1,0,1,1
demo-row-0508,new_or_watchlisted_beneficiary,1,0.4367,0.4442,5.432683940997288,1.8507473684210527,0.25,1,0,1,4,0,0,0,0,1,0
demo-row-0509,new_or_watchlisted_beneficiary,1,0.7289,0.4261,5.791051717253125,3.4149214285714287,0.22,1,0,0,4,0,0,0,0,1,0
demo-row-0510,normal_operating_request,0,0.4798,0.4154,5.56437012251532,1.6196357142857143,0.22,1,0,0,0,0,0,0,0,1,0
demo-row-0511,normal_operating_request,0,0.2732,0.5724,5.993209985719906,0.15821882352941177,0.36,1,0,1,1,0,0,0,1,1,0
demo-row-0512,normal_operating_request,0,0.2173,0.454,4.3925210899319325,0.7401157894736842,0.25,1,0,0,0,0,0,0,0,1,0
demo-row-0513,normal_operating_request,0,0.3892,0.5311,5.365317603206733,0.6564857142857143,0.22,0,1,0,0,0,0,0,0,1,0
demo-row-0514,missing_evidence,1,0.4367,0.4424,5.426620227956557,1.8112210526315788,0.25,1,0,1,3,0,0,0,0,1,0
demo-row-0515,normal_operating_request,0,0.2246,0.4837,5.153336114713584,0.8325388235294118,0.36,1,0,0,1,0,0,0,0,1,1
demo-row-0516,normal_operating_request,0,0.4798,0.4394,5.442231978069897,1.9141157894736842,0.25,0,0,0,2,0,0,0,0,1,0
demo-row-0517,normal_operating_request,0,0.4798,0.4133,5.725549024663354,2.7968214285714286,0.22,1,0,0,1,0,0,0,0,1,0
demo-row-0518,normal_operating_request,0,0.4258,0.4065,5.271811413892011,1.8767076923076924,0.32,1,0,0,2,0,0,0,0,1,0
demo-row-0519,new_or_watchlisted_beneficiary,1,0.4849,0.6096,5.6993520154198585,0.41124823529411764,0.36,0,1,1,4,0,0,0,1,1,0
demo-row-0520,normal_operating_request,0,0.2324,0.4958,4.432600544960684,0.5042222222222222,0.16,1,0,1,3,0,0,0,0,1,0
demo-row-0521,normal_operating_request,0,0.4154,0.4611,5.43046529348991,1.836221052631579,0.25,0,0,0,0,0,0,0,0,1,0
demo-row-0522,large_amount_or_unusual_frequency,1,0.4154,0.5358,5.424568047726243,1.7979684210526317,0.25,0,0,0,2,1,0,0,0,1,0
demo-row-0523,normal_operating_request,0,0.2246,0.4855,4.0044073641763305,0.8446,0.32,1,0,0,0,0,0,0,0,1,0
demo-row-0524,urgent_after_hours_request,1,0.7289,0.5681,5.826195351302517,6.054578947368421,0.25,1,0,0,7,1,0,0,0,1,0
demo-row-0525,normal_operating_request,0,0.4798,0.4083,5.6221901827580645,1.9926857142857144,0.22,1,0,0,1,0,0,0,0,1,0
demo-row-0526,normal_operating_request,0,0.2401,0.4138,5.177640371901473,1.315923076923077,0.32,1,0,0,3,0,0,0,0,1,0
demo-row-0527,normal_operating_request,0,0.2246,0.4492,4.519447327297003,0.49123076923076925,0.32,1,0,0,1,0,0,0,0,1,0
demo-row-0528,urgent_after_hours_request,1,0.4258,0.46,5.3292208708349555,2.2832615384615385,0.32,1,0,0,0,0,1,0,0,1,0
demo-row-0529,new_or_watchlisted_beneficiary,1,0.2908,0.4704,6.323679582095042,1.4789082352941176,0.36,1,0,0,4,0,0,0,0,1,1
demo-row-0530,new_or_watchlisted_beneficiary,1,0.2173,0.4367,4.5461600197057335,0.7488,0.22,1,0,0,1,0,0,0,0,1,0
demo-row-0531,missing_evidence,1,0.5015,0.451,5.534380254487303,2.6029263157894738,0.25,0,0,0,4,0,0,0,0,1,0
demo-row-0532,normal_operating_request,0,0.4154,0.4346,4.767482392142532,2.252388888888889,0.16,1,0,0,2,0,0,0,0,1,0
demo-row-0533,normal_operating_request,0,0.2173,0.5469,4.069520100835226,0.34805555555555556,0.16,1,0,0,2,0,0,1,0,1,0
demo-row-0534,missing_evidence,1,0.7372,0.4238,5.556904064353411,4.5461230769230765,0.32,1,0,0,4,0,0,0,0,1,0
demo-row-0535,normal_operating_request,0,0.3994,0.5219,4.9136814253414025,0.26113846153846154,0.32,0,1,0,1,0,0,0,0,1,0
demo-row-0536,large_amount_or_unusual_frequency,1,0.4204,0.5108,5.138305856660119,1.1153846153846154,0.32,0,1,0,4,0,0,0,0,1,0
demo-row-0537,normal_operating_request,0,0.2246,0.438,4.744856027041518,0.14506153846153846,0.32,1,0,0,1,0,0,0,0,1,0
demo-row-0538,new_or_watchlisted_beneficiary,1,0.6745,0.4959,5.167683523967326,7.1735,0.16,0,0,0,4,0,0,0,0,1,0
demo-row-0539,normal_operating_request,0,0.2324,0.4453,4.574760270266501,1.0867777777777778,0.16,1,0,0,3,0,0,0,0,1,0
demo-row-0540,normal_operating_request,0,0.2908,0.4606,6.107873796893379,0.508184705882353,0.36,1,0,0,4,0,0,0,0,1,1
demo-row-0541,large_amount_or_unusual_frequency,1,0.8656,0.5708,5.961490385799996,8,0.32,0,1,0,9,0,0,0,0,1,0
demo-row-0542,large_amount_or_unusual_frequency,1,0.5015,0.4146,5.68313532980127,2.44355,0.22,1,0,0,4,0,0,0,0,1,0
demo-row-0543,normal_operating_request,0,0.2173,0.4347,5.344354934545368,1.3261052631578947,0.25,1,0,0,2,0,1,0,0,1,0
demo-row-0544,new_or_watchlisted_beneficiary,1,0.6551,0.5737,5.034536214391645,5.015333333333333,0.16,0,0,0,1,1,0,0,0,1,0
demo-row-0545,normal_operating_request,0,0.2732,0.4627,6.256549382152194,1.1238811764705883,0.36,1,0,0,2,0,0,0,0,1,1
demo-row-0546,normal_operating_request,0,0.2246,0.4176,5.168317717942133,1.2667384615384616,0.32,1,0,0,1,0,0,0,0,1,0
demo-row-0547,new_or_watchlisted_beneficiary,1,0.7289,0.4217,5.774125559417713,3.246164285714286,0.22,1,0,0,4,0,0,0,0,1,0
demo-row-0548,large_amount_or_unusual_frequency,1,0.7372,0.5387,5.678017331283984,6.329984615384616,0.32,1,0,0,9,0,1,0,0,1,0
demo-row-0549,new_or_watchlisted_beneficiary,1,0.7114,0.5265,5.788601742006522,3.390085714285714,0.22,1,0,0,0,1,0,0,0,1,0
demo-row-0550,normal_operating_request,0,0.4154,0.4618,4.683569319086185,1.6809444444444444,0.16,0,0,0,1,0,0,0,0,1,0
demo-row-0551,normal_operating_request,0,0.2246,0.4185,5.117012631087,1.0141692307692307,0.32,1,0,0,1,0,0,0,0,1,0
demo-row-0552,urgent_after_hours_request,1,0.4472,0.4063,5.322663702105179,2.2340615384615385,0.32,1,0,0,4,0,0,0,0,1,0
demo-row-0553,urgent_after_hours_request,1,0.7201,0.6099,5.946079220779681,8,0.32,1,0,1,2,1,1,0,0,1,0
demo-row-0554,normal_operating_request,0,0.2732,0.5193,6.264339599848848,1.1623223529411764,0.36,1,0,1,2,0,0,0,0,1,1
demo-row-0555,large_amount_or_unusual_frequency,1,0.7289,0.5419,5.638566125266738,3.5797473684210526,0.25,0,0,1,6,0,1,0,0,1,0
demo-row-0556,large_amount_or_unusual_frequency,1,0.5015,0.5205,5.736088801243016,2.8900928571428572,0.22,1,0,0,4,1,0,0,0,1,0
demo-row-0557,normal_operating_request,0,0.2324,0.4644,4.259139758421019,0.8088421052631579,0.25,1,0,0,4,0,0,0,0,1,0
demo-row-0558,normal_operating_request,0,0.2173,0.4822,4.129303107716051,0.25183333333333335,0.16,1,0,0,1,0,0,0,0,1,0
demo-row-0559,normal_operating_request,0,0.2173,0.4559,5.153912379174297,0.5003263157894737,0.25,0,0,0,0,0,0,0,0,1,0
demo-row-0560,urgent_after_hours_request,1,0.7372,0.4353,5.622715400577763,5.4535846153846155,0.32,1,0,0,4,0,0,0,0,1,0
demo-row-0561,large_amount_or_unusual_frequency,1,0.7289,0.554,5.789767503219075,5.48698947368421,0.25,0,0,1,8,0,0,0,0,1,0
demo-row-0562,urgent_after_hours_request,1,0.4904,0.5207,6.409930588531202,2.023510588235294,0.36,1,0,0,1,0,1,0,0,1,1
demo-row-0563,urgent_after_hours_request,1,0.7201,0.4162,5.4712946454712,3.5538615384615384,0.32,1,0,0,2,0,0,0,0,1,0
demo-row-0564,normal_operating_request,0,0.2732,0.5285,5.442045257290431,0.674444705882353,0.36,1,0,0,0,0,0,0,1,1,0
demo-row-0565,normal_operating_request,0,0.4367,0.4421,5.402921352351409,1.6619263157894737,0.25,1,0,1,3,0,0,0,0,1,0
demo-row-0566,urgent_after_hours_request,1,0.7289,0.5608,5.788011317706372,5.46081052631579,0.25,0,0,0,9,0,1,0,0,1,0
demo-row-0567,normal_operating_request,0,0.2821,0.4151,5.520187351669373,1.3662357142857142,0.22,1,0,0,4,0,0,0,0,1,0
demo-row-0568,normal_operating_request,0,0.2324,0.41,5.249274199382225,0.8687368421052631,0.25,1,0,0,3,0,0,0,0,1,0
demo-row-0569,urgent_after_hours_request,1,0.7289,0.6283,5.67434574157839,3.9730315789473685,0.25,0,0,0,9,1,1,0,0,1,0
demo-row-0570,normal_operating_request,0,0.2324,0.4048,5.282850867137824,1.0189473684210526,0.25,1,0,0,3,0,0,0,0,1,0
demo-row-0571,normal_operating_request,0,0.2324,0.4219,4.948148787450214,0.0658421052631579,0.25,1,0,0,4,0,0,0,0,1,0
demo-row-0572,new_or_watchlisted_beneficiary,1,0.4849,0.5849,6.342925973275752,1.591235294117647,0.36,0,1,0,4,0,1,0,0,1,1
demo-row-0573,normal_operating_request,0,0.2173,0.4058,5.385177128818429,1.555357894736842,0.25,1,0,0,2,0,0,0,0,1,0
demo-row-0574,new_or_watchlisted_beneficiary,1,0.7372,0.5742,6.672952853107615,4.5403070588235295,0.36,1,0,1,5,0,0,0,0,1,1
demo-row-0575,normal_operating_request,0,0.4154,0.4791,4.684612000270466,1.6873888888888888,0.16,1,0,1,2,0,0,0,0,1,0
demo-row-0576,large_amount_or_unusual_frequency,1,0.7201,0.4294,5.49766897875148,3.838984615384615,0.32,1,0,0,0,0,0,0,0,1,0
demo-row-0577,normal_operating_request,0,0.2173,0.4507,5.307568770799716,0.4502357142857143,0.22,1,0,0,0,0,1,0,0,1,0
demo-row-0578,normal_operating_request,0,0.2648,0.4059,5.522953871727457,1.381357142857143,0.22,1,0,0,1,0,0,0,0,1,0
demo-row-0579,normal_operating_request,0,0.2908,0.46,6.069806057825907,0.3816141176470588,0.36,1,0,0,3,0,0,0,0,1,1
demo-row-0580,urgent_after_hours_request,1,0.4904,0.4868,6.43446830211713,2.1992576470588237,0.36,1,0,0,2,0,0,0,0,1,1
demo-row-0581,normal_operating_request,0,0.7289,0.4247,5.809363059282455,3.60505,0.22,1,0,0,3,0,0,0,0,1,0
demo-row-0582,normal_operating_request,0,0.4367,0.4827,4.682325618667807,1.6732777777777779,0.16,1,0,1,3,0,0,0,0,1,0
demo-row-0583,normal_operating_request,0,0.2173,0.4587,5.21518003130574,0.7276421052631579,0.25,1,0,1,0,0,0,0,0,1,0
demo-row-0584,normal_operating_request,0,0.2173,0.4845,4.1726613002015345,0.8433578947368421,0.25,1,0,0,0,0,0,0,0,1,0
demo-row-0585,normal_operating_request,0,0.2732,0.5169,5.941147546179261,0.02737294117647059,0.36,1,0,1,1,0,0,0,0,1,1
demo-row-0586,new_or_watchlisted_beneficiary,1,0.4472,0.4088,5.373428800231972,2.635076923076923,0.32,1,0,0,4,0,0,0,0,1,0
demo-row-0587,normal_operating_request,0,0.2401,0.4558,4.3151933756957135,0.6821230769230769,0.32,1,0,0,4,0,0,0,0,1,0
demo-row-0588,large_amount_or_unusual_frequency,1,0.8552,0.5214,5.500940054628815,3.875569230769231,0.32,0,1,0,1,0,0,0,0,1,0
